Country name	Name	rank
SwitzerlandFrench	Daniel	1
SwitzerlandFrench	Thomas	2
SwitzerlandFrench	Michael	3
SwitzerlandFrench	David	4
SwitzerlandFrench	Gabriel	5
SwitzerlandFrench	Léo	6
SwitzerlandFrench	Louis	7
SwitzerlandFrench	Arthur	8
SwitzerlandFrench	Jules	9
SwitzerlandFrench	Noah	10
SwitzerlandFrench	Liam	11
SwitzerlandFrench	Nathan	12
SwitzerlandFrench	Raphaël	13
SwitzerlandFrench	Adam	14
SwitzerlandFrench	Christian	15
SwitzerlandFrench	Martin	16
SwitzerlandFrench	Patrick	17
SwitzerlandFrench	Marc	18
SwitzerlandFrench	Simon	19
SwitzerlandFrench	Pascal	20
SwitzerlandFrench	Lucas	21
SwitzerlandFrench	Maël	22
SwitzerlandFrench	Malo	23
SwitzerlandFrench	Ethan	24
SwitzerlandFrench	Paul	25
SwitzerlandFrench	Sacha	26
SwitzerlandFrench	Nino	27
SwitzerlandFrench	Mathis	28
SwitzerlandFrench	Gaspard	29
SwitzerlandFrench	Noé	30
SwitzerlandFrench	Elio	31
SwitzerlandFrench	Théo	32
SwitzerlandFrench	Elias	33
SwitzerlandFrench	Baptiste	34
SwitzerlandFrench	Evan	35
SwitzerlandFrench	Nicolas	36
SwitzerlandFrench	Alex	37
SwitzerlandFrench	Roger	38
SwitzerlandFrench	Olivier	39
SwitzerlandFrench	Adrian	40
SwitzerlandFrench	André	41
SwitzerlandFrench	Chris	42
SwitzerlandFrench	Philippe	43
SwitzerlandFrench	Florian	44
SwitzerlandFrench	Samuel	45
SwitzerlandFrench	Manuel	46
SwitzerlandFrench	Robert	47
SwitzerlandFrench	Fabian	48
SwitzerlandFrench	Alexander	49
SwitzerlandFrench	Raphael	50
SwitzerlandFrench	Bruno	51
SwitzerlandFrench	Julien	52
SwitzerlandFrench	Stephan	53
SwitzerlandFrench	Dominik	54
SwitzerlandFrench	Benjamin	55
SwitzerlandFrench	René	56
SwitzerlandFrench	Kevin	57
SwitzerlandFrench	Michel	58
SwitzerlandFrench	John	59
SwitzerlandFrench	Tom	60
SwitzerlandFrench	Mike	61
SwitzerlandFrench	Mark	62
SwitzerlandFrench	Alexandre	63
SwitzerlandFrench	Vincent	64
SwitzerlandFrench	Roman	65
SwitzerlandFrench	Pierre	66
